X,Y,Theta,Theta_delta,US1,US2,US3,,,US_X,US_Y
-137,121,20828,-28,47,39,40,11.043,-5.174,9.951142682,33.810713
-269,248,20808,-20,15,36,36,11.312,-4.926,10.592048,31.06680024
-530,506,20792,-16,165,33,32,11.842,-4.42,11.31402253,28.57577609
-260,258,20772,-20,13,30,29,12.102,-4.162,11.50204,25.8320002
-254,263,20752,-20,13,30,29,12.356,-3.899,11.75604,26.0950002
-247,270,20724,-28,10,24,22,12.603,-3.629,11.9310878,20.36159261
-270,247,20812,88,10,24,22,12.873,-3.382,14.98227517,20.52513195
-158,92,21023,211,8,21,20,13.031,-3.29,17.42919435,17.24426128
-177,45,21302,279,8,18,147,13.208,-3.245,18.16510019,14.05896364
-183,-1,21565,263,8,18,147,13.391,-3.246,18.07061409,14.135059
-175,-53,21852,287,21,17,129,13.566,-3.299,18.37829559,13.00565612
152,101,22138,286,16,146,129,13.414,-3.198,54.60307794,136.8714823
-118,-139,22421,283,16,146,129,13.532,-3.337,54.30068478,136.855419
0,0,22696,275,15,129,100,13.532,-3.337,48.56155487,120.8158505
-36,-179,22923,227,19,128,179,13.568,-3.516,42.37510436,121.200281
-14,-182,23047,124,129,137,101,13.582,-3.698,30.52649888,132.2500929
-8,-366,23102,55,129,137,101,13.59,-4.064,21.12120168,132.7288397
1,-183,23134,32,126,104,118,13.589,-4.247,16.91643205,99.69975654
2,-183,23138,4,126,100,46,13.587,-4.43,13.98699893,95.5692
3,-183,23146,8,126,100,46,13.584,-4.613,14.38399147,95.38380002
3,-183,23142,-4,125,130,45,13.581,-4.796,13.06100139,125.20296
1,-183,23134,-8,125,128,101,13.58,-4.979,12.55601092,123.016904
1,-366,23130,-4,125,128,101,13.579,-5.345,13.06700137,122.653976
-1,-183,23114,-16,123,128,43,13.58,-5.528,11.53208738,122.4556163
-5,-183,23094,-20,120,125,43,13.585,-5.711,11.08516666,119.2640008
-10,-182,23067,-27,120,125,43,13.595,-5.893,10.22041005,119.0614403
-27,-365,23051,-16,121,123,42,13.622,-6.258,11.65408397,116.7262563
-35,-364,23027,-24,117,115,40,13.657,-6.622,10.89726495,108.3448816
-43,-363,23007,-20,116,120,40,13.7,-6.985,11.30016,112.9910008
-24,-181,22991,-16,116,120,40,13.724,-7.166,11.80408192,112.8186403
-26,-181,22979,-12,114,117,38,13.75,-7.347,12.3460337,109.6445761
-31,-180,22955,-24,112,118,39,13.781,-7.527,10.94927186,110.4390176
-67,-360,22939,-16,112,118,39,13.848,-7.887,11.96008055,110.0978963
-74,-358,22919,-20,109,113,116,13.922,-8.245,11.66215066,104.7324008
-41,-178,22895,-24,108,108,39,13.963,-8.423,11.37124882,99.54589749
-89,-355,22879,-16,108,108,39,14.052,-8.778,12.32407373,99.20817629
-93,-354,22867,-12,107,107,37,14.145,-9.132,12.86103082,97.86029609
-48,-176,22855,-12,105,103,35,14.193,-9.308,12.95702966,93.68458409
-52,-175,22836,-19,105,103,35,14.245,-9.483,12.28811774,93.49840906
-111,-349,22816,-20,101,99,35,14.356,-9.832,12.376132,89.14820066
-118,-346,22796,-20,101,99,36,14.474,-10.178,12.494132,88.80220066
-125,-344,22776,-20,100,97,35,14.599,-10.522,12.65912933,86.45860065
-133,-341,22752,-24,100,97,35,14.732,-10.863,12.40422348,86.10906534
-140,-338,22732,-20,104,93,37,14.872,-11.201,13.012124,81.78040062
-145,-336,22716,-16,95,92,36,15.017,-11.537,13.5450628,80.45122425
-76,-166,22696,-20,95,92,36,15.093,-11.703,13.25312266,80.27860061
-157,-330,22680,-16,93,91,92,15.25,-12.033,13.79406212,78.95535225
-169,-324,22644,-36,92,85,86,15.419,-12.357,12.35966092,72.58792595
-175,-321,22624,-20,90,112,85,15.594,-12.678,13.35414933,99.29960075
-180,-318,22609,-15,120,82,83,15.774,-12.996,14.54404612,68.99477517
-186,-315,22593,-16,120,82,83,15.96,-13.311,14.64805598,68.67850422
-94,-156,22581,-12,111,113,115,16.054,-13.467,14.69803254,99.5248641
-197,-308,22557,-24,109,112,78,16.251,-13.775,13.56325804,98.19274555
-204,-304,22533,-24,109,107,75,16.455,-14.079,13.88724652,92.89018548
-210,-299,22513,-20,109,107,75,16.665,-14.378,14.52514266,92.60060071
-437,-587,22485,-28,110,105,106,17.102,-14.965,14.16238414,89.99384269
-224,-289,22465,-20,107,103,104,17.326,-15.254,15.26613733,87.72540069
-230,-285,22445,-20,107,103,104,17.556,-15.539,15.49613733,87.44040069
-236,-280,22425,-20,108,100,66,17.792,-15.819,15.79213333,84.16100067
-243,-273,22397,-28,35,97,59,18.035,-16.092,15.31935488,80.86997848
-249,-268,22378,-19,35,97,59,18.284,-16.36,16.44111089,80.62249203
-127,-131,22358,-20,33,95,56,18.411,-16.491,16.51112666,78.49000063
-130,-128,22330,-28,31,96,102,18.541,-16.619,15.85335122,79.34337046
-264,-253,22318,-12,31,96,102,18.805,-16.872,17.65302765,79.12108808
-267,-250,22306,-12,30,88,52,19.072,-17.122,18.01602534,70.87166408
-271,-245,22290,-16,29,85,50,19.343,-17.367,17.98305803,67.62212023
-138,-119,22266,-24,29,85,50,19.481,-17.486,17.44119583,67.48952118
-282,-233,22246,-20,28,84,47,19.763,-17.719,18.083112,66.26420056
-287,-227,22222,-24,27,82,45,20.05,-17.946,18.08218892,64.03038513
-293,-220,22198,-24,26,83,43,20.343,-18.166,18.35119123,64.81009715
-298,-213,22174,-24,26,83,43,20.641,-18.379,18.64919123,64.59709715
-151,-102,22151,-23,24,47,44,20.792,-18.481,19.71109531,28.50656905
-154,-98,22119,-32,22,41,74,20.946,-18.579,19.6342239,22.40000979
-314,-188,22095,-24,22,41,74,21.26,-18.767,20.27609446,22.22119257
-319,-179,22067,-28,21,38,71,21.579,-18.946,20.51513902,19.03910497
-161,-87,22051,-16,19,35,69,21.74,-19.033,21.18002389,15.9625201
-326,-165,22023,-28,19,35,69,22.066,-19.198,21.08612805,15.7882809
-330,-157,21999,-24,18,31,65,22.396,-19.355,21.65207142,11.63607243
-167,-74,21975,-24,17,28,65,22.563,-19.429,21.89106451,8.562936387
-338,-140,21947,-28,17,28,65,22.901,-19.569,22.11710244,8.420024717
-341,-132,21924,-23,15,25,61,23.242,-19.701,22.66705069,5.292387791
-172,-62,21900,-24,13,23,57,23.414,-19.763,22.86205299,3.230376318
-520,-175,21880,-20,11,20,54,23.934,-19.938,23.53402667,0.05800013333
-338,-140,21947,67,11,20,54,24.272,-20.078,25.61099768,-0.1228732099
0,0,22143,196,9,17,53,24.272,-20.078,27.58270725,-3.403491987
-124,-134,22378,235,8,18,52,24.396,-20.212,28.58717374,-2.706741856
-89,-160,22617,239,8,18,52,24.485,-20.372,28.74616106,-2.883646548
-48,-176,22855,238,10,50,61,24.533,-20.548,36.32097382,28.04257186
-3,-183,23106,251,14,51,39,24.536,-20.731,37.20301014,28.6708912
41,-178,23353,247,14,51,39,24.495,-20.909,36.96430176,28.54316389
-83,163,23596,243,48,61,38,24.578,-20.746,39.25554955,38.46185032
117,-140,23823,227,49,40,54,24.461,-20.886,33.46322011,18.0878378
133,-125,23943,120,49,40,54,24.328,-21.011,29.11648829,18.70134543
141,-115,24011,68,52,38,130,24.187,-21.126,26.76900906,16.78617785
144,-112,24034,23,59,38,130,24.043,-21.238,24.91692294,16.75194944
145,-111,24042,8,59,38,130,23.898,-21.349,24.20199676,16.64978401
145,-111,24038,-4,59,37,130,23.753,-21.46,23.60500039,15.539704
143,-113,24026,-12,57,35,128,23.61,-21.573,23.19001008,13.42448003
143,-114,24022,-4,57,34,123,23.467,-21.687,23.33100036,12.312728
284,-230,24014,-8,57,34,123,23.183,-21.917,22.9110029,12.08191201
141,-116,24007,-7,56,32,121,23.042,-22.033,22.81800183,9.966216003
277,-239,23983,-24,58,31,179,22.765,-22.272,22.02107142,8.719072429
136,-122,23963,-20,58,31,179,22.629,-22.394,22.00904133,8.599800207
132,-126,23935,-28,54,28,122,22.497,-22.52,21.71310244,5.469024717
260,-257,23915,-20,53,26,123,22.237,-22.777,21.71703467,3.217800173
254,-264,23891,-24,53,26,123,21.983,-23.041,21.3590599,2.951512359
248,-269,23871,-20,52,24,39,21.735,-23.31,21.255032,0.68520016
244,-273,23855,-16,50,22,37,21.491,-23.583,21.13901502,-1.58581594
120,-138,23839,-16,50,22,37,21.371,-23.721,21.01901502,-1.72381594
233,-282,23815,-24,48,19,34,21.138,-24.003,20.68204377,-5.008471737
457,-572,23799,-16,46,16,30,20.681,-24.575,20.42501092,-8.577047956
112,-144,23783,-16,45,14,28,20.569,-24.719,20.34500956,-10.72079196
109,-147,23764,-19,45,14,28,20.46,-24.866,20.194016,-10.86852692
99,-154,23696,-68,43,11,24,20.361,-25.02,19.61357633,-14.0454222
67,-170,23505,-191,41,8,22,20.294,-25.19,18.77527356,-17.33548092
22,-181,23250,-255,41,8,22,20.272,-25.371,18.25403673,-17.62969363
-27,-181,22975,-275,39,5,21,20.299,-25.552,18.94126532,-20.73987401
62,172,22776,-199,38,40,5,20.237,-25.38,12.3294334,13.83059028
70,169,22732,-44,38,40,5,20.167,-25.211,18.40756784,14.75028625
81,164,22664,-68,58,37,176,20.086,-25.047,17.57193855,11.86748896
-87,-160,22625,-39,58,37,176,20.173,-25.207,18.73036577,11.76486507
-86,-161,22632,7,60,38,177,20.259,-25.368,20.52499783,12.631069
-87,-161,22628,-4,73,38,177,20.346,-25.529,20.19400041,12.470696
-87,-161,22628,0,62,38,177,20.433,-25.69,20.433,12.31
-87,-161,22628,0,62,38,177,20.52,-25.851,20.52,12.149
-87,-161,22628,0,62,38,177,20.607,-26.012,20.607,11.988
-87,-161,22628,0,63,38,177,20.694,-26.173,20.694,11.827
-87,-161,22628,0,63,38,177,20.781,-26.334,20.781,11.666
-87,-161,22628,0,62,38,177,20.868,-26.495,20.868,11.505
-87,-161,22628,0,62,38,177,20.955,-26.656,20.955,11.344
-87,-161,22628,0,62,38,177,21.042,-26.817,21.042,11.183
-87,-161,22628,0,62,38,175,21.129,-26.978,21.129,11.022
-87,-161,22628,0,61,38,175,21.216,-27.139,21.216,10.861
-87,-161,22628,0,62,37,177,21.303,-27.3,21.303,9.7
-87,-161,22628,0,74,37,177,21.39,-27.461,21.39,9.539
-87,-161,22628,0,63,38,175,21.477,-27.622,21.477,10.378
-87,-161,22628,0,61,37,176,21.564,-27.783,21.564,9.217
-87,-161,22628,0,61,37,176,21.651,-27.944,21.651,9.056
-87,-161,22628,0,61,38,177,21.738,-28.105,21.738,9.895
-87,-161,22628,0,60,37,177,21.825,-28.266,21.825,8.734
-87,-161,22628,0,60,37,177,21.912,-28.427,21.912,8.573
-87,-161,22628,0,61,38,177,21.999,-28.588,21.999,9.412
-87,-161,22628,0,59,38,177,22.086,-28.749,22.086,9.251
-87,-161,22628,0,59,38,177,22.173,-28.91,22.173,9.09
-87,-161,22628,0,58,37,176,22.26,-29.071,22.26,7.929
-87,-161,22628,0,73,38,176,22.347,-29.232,22.347,8.768
-87,-161,22628,0,73,38,176,22.434,-29.393,22.434,8.607
-87,-161,22628,0,73,38,176,22.521,-29.554,22.521,8.446
-87,-161,22628,0,61,37,175,22.608,-29.715,22.608,7.285
-87,-161,22628,0,62,38,175,22.695,-29.876,22.695,8.124
-87,-161,22628,0,61,37,176,22.782,-30.037,22.782,6.963
-87,-161,22628,0,61,37,140,22.869,-30.198,22.869,6.802
-87,-161,22628,0,61,37,176,22.956,-30.359,22.956,6.641
-87,-161,22628,0,59,37,177,23.043,-30.52,23.043,6.48
-87,-161,22628,0,59,37,177,23.13,-30.681,23.13,6.319
-87,-161,22628,0,58,38,177,23.217,-30.842,23.217,7.158
-87,-161,22628,0,57,37,176,23.304,-31.003,23.304,5.997
-87,-161,22628,0,58,38,177,23.391,-31.164,23.391,6.836
-87,-161,22628,0,74,38,176,23.478,-31.325,23.478,6.675
-87,-161,22628,0,74,38,176,23.565,-31.486,23.565,6.514
-87,-161,22628,0,59,37,177,23.652,-31.647,23.652,5.353
-87,-161,22628,0,59,37,177,23.739,-31.808,23.739,5.192
-87,-161,22628,0,58,37,176,23.826,-31.969,23.826,5.031
-87,-161,22628,0,57,37,176,23.913,-32.13,23.913,4.87
-87,-161,22628,0,57,37,176,24,-32.291,24,4.709
-87,-161,22628,0,62,37,176,24.087,-32.452,24.087,4.548
-87,-161,22628,0,62,38,176,24.174,-32.613,24.174,5.387
-87,-161,22628,0,62,38,176,24.261,-32.774,24.261,5.226
-87,-161,22628,0,61,37,176,24.348,-32.935,24.348,4.065
-87,-161,22628,0,61,38,177,24.435,-33.096,24.435,4.904
-87,-161,22628,0,61,38,177,24.522,-33.257,24.522,4.743
-87,-161,22628,0,61,37,176,24.609,-33.418,24.609,3.582
-87,-161,22628,0,61,37,176,24.696,-33.579,24.696,3.421
-87,-161,22628,0,62,38,176,24.783,-33.74,24.783,4.26
-87,-161,22628,0,62,38,175,24.87,-33.901,24.87,4.099
-87,-161,22628,0,62,38,175,24.957,-34.062,24.957,3.938
-87,-161,22628,0,61,38,176,25.044,-34.223,25.044,3.777
-87,-161,22628,0,62,38,176,25.131,-34.384,25.131,3.616
-87,-161,22628,0,61,37,176,25.218,-34.545,25.218,2.455
-87,-161,22628,0,61,37,176,25.305,-34.706,25.305,2.294
-87,-161,22628,0,58,37,176,25.392,-34.867,25.392,2.133
-87,-161,22628,0,62,37,176,25.479,-35.028,25.479,1.972
-87,-161,22628,0,62,37,176,25.566,-35.189,25.566,1.811
-87,-161,22628,0,61,38,173,25.653,-35.35,25.653,2.65
-87,-161,22628,0,61,38,173,25.74,-35.511,25.74,2.489
-87,-161,22628,0,59,37,175,25.827,-35.672,25.827,1.328
-87,-161,22628,0,59,37,175,25.914,-35.833,25.914,1.167
-87,-161,22628,0,59,38,176,26.001,-35.994,26.001,2.006
-87,-161,22628,0,57,37,62,26.088,-36.155,26.088,0.845
-87,-161,22628,0,57,37,62,26.175,-36.316,26.175,0.684
-87,-161,22628,0,58,39,41,26.262,-36.477,26.262,2.523
87,161,22628,0,58,41,68,26.175,-36.316,26.175,4.684
-89,-159,22613,-15,58,43,69,26.264,-36.475,25.61902419,6.520162591
-91,-158,22605,-8,58,45,41,26.355,-36.633,25.99500384,8.365560008
-92,-158,22597,-8,58,45,41,26.447,-36.791,26.08700384,8.207560008
-93,-157,22593,-4,57,43,40,26.54,-36.948,26.36800046,6.051656
-94,-157,22585,-8,58,39,40,26.634,-37.105,26.32200333,1.893752007
-94,-156,22581,-4,56,39,37,26.728,-37.261,26.57200042,1.738688
-192,-312,22573,-8,55,40,36,26.92,-37.573,26.60000341,2.425720007
-97,-154,22561,-12,55,40,36,27.017,-37.727,26.53701152,2.270120035
-101,-152,22537,-24,55,36,35,27.118,-37.879,26.25408294,-1.889367502
-105,-149,22513,-24,42,35,32,27.223,-38.028,26.38308064,-3.038079516
-108,-147,22493,-20,40,33,30,27.331,-38.175,26.671044,-5.18159978
-110,-146,22477,-16,40,33,30,27.441,-38.321,26.91302253,-5.32522391
-116,-141,22433,-44,38,28,27,27.557,-38.462,26.32539749,-10.48909963
-119,-138,22413,-20,38,28,27,27.676,-38.6,27.11603733,-10.60559981
-243,-273,22398,-15,37,27,25,27.919,-38.873,27.51401519,-11.87603744
-123,-135,22386,-12,35,24,23,28.042,-39.008,27.75400691,-15.00972798
-126,-132,22366,-20,35,24,23,28.168,-39.14,27.688032,-15.14479984
-128,-130,22346,-20,34,22,21,28.296,-39.27,27.85602933,-17.27439985
-130,-128,22330,-16,33,20,19,28.426,-39.398,28.10601365,-19.40055995
-265,-252,22314,-16,33,20,19,28.691,-39.65,28.37101365,-19.65255995
-270,-247,22294,-20,32,19,17,28.961,-39.897,28.58102533,-20.90079987
-274,-242,22278,-16,30,16,15,29.235,-40.139,28.97901092,-24.14104796
-277,-239,22266,-12,29,16,21,29.512,-40.378,29.32000461,-24.37915199
-281,-234,22250,-16,29,16,21,29.793,-40.612,29.53701092,-24.61404796
-147,-108,22186,-64,27,60,11,29.94,-40.72,26.1026209,19.15716194
-164,-80,22007,-179,26,58,8,30.104,-40.8,19.77735286,16.27328936
-178,-40,21776,-231,26,58,8,30.282,-40.84,17.0028376,15.61939998
0,0,21545,-231,24,27,8,30.282,-40.84,24.10032095,-14.55717587
178,-41,21326,-219,24,24,11,30.104,-40.881,24.8899132,-17.45423542
165,-77,21115,-211,24,24,11,29.939,-40.958,24.91249217,-17.49027282
-120,138,20701,-414,33,22,23,30.059,-40.82,21.20895852,-20.67858084
90,-159,20502,-199,33,22,23,29.969,-40.979,25.61983837,-19.41317534
-59,173,20315,-187,139,32,21,30.028,-40.806,24.07881482,-9.363875458
-45,177,20235,-80,137,32,21,30.073,-40.629,27.51572979,-8.731345398
-126,535,20215,-20,138,32,21,30.199,-40.094,29.55904267,-8.100399787
-39,179,20199,-16,113,165,20,30.238,-39.915,27.59811264,125.0638805
-37,179,20187,-12,113,165,20,30.275,-39.736,28.29504752,125.2521201
-35,179,20179,-8,107,165,19,30.31,-39.557,28.99001408,125.43772
-34,180,20171,-8,110,163,19,30.344,-39.377,29.04001391,123.617784
-32,180,20159,-12,110,163,19,30.376,-39.197,28.42004694,123.7912641
-29,180,20143,-16,131,163,18,30.405,-39.017,27.79711127,123.9621364
-52,362,20127,-16,104,159,17,30.457,-38.655,27.91310854,120.3246484
-21,181,20103,-24,104,159,17,30.478,-38.474,26.66236633,120.4802102
-38,364,20088,-15,106,156,17,30.516,-38.11,28.17608775,117.8724503
-15,182,20068,-20,102,153,16,30.531,-37.928,27.471204,115.041401
-23,365,20048,-20,125,152,16,30.554,-37.563,27.51420266,114.406601
-15,549,20012,-36,121,148,96,30.569,-37.014,25.24215077,110.8901064
-3,366,19992,-20,119,147,16,30.572,-36.648,27.632196,110.322601
2,183,19968,-24,119,147,16,30.57,-36.465,27.04233868,110.492666
14,366,19944,-24,120,143,16,30.556,-36.099,27.12432946,106.859818
10,182,19924,-20,119,140,18,30.546,-35.917,27.74618666,104.0550009
30,365,19900,-24,119,140,18,30.516,-35.552,27.15632255,104.4076819
37,364,19880,-20,114,139,102,30.479,-35.188,27.69918533,103.7842009
21,182,19868,-12,115,136,166,30.458,-35.006,28.82603917,100.9842081
24,181,19849,-19,115,136,166,30.434,-34.825,27.85015547,101.1504527
27,181,19833,-16,113,134,99,30.407,-34.644,28.26309148,99.33884837
65,360,19805,-28,108,131,139,30.342,-34.284,26.67447927,96.66465135
36,179,19785,-20,109,129,130,30.306,-34.105,27.726172,94.86920086
158,715,19765,-20,109,129,130,30.148,-33.39,27.568172,95.58420086
43,178,19745,-20,106,125,127,30.105,-33.212,27.60516666,91.76300083
90,355,19733,-12,104,123,124,30.015,-32.857,28.53903542,90.13414411
97,353,19713,-20,104,123,124,29.918,-32.504,27.458164,90.47140082
104,351,19693,-20,102,119,147,29.814,-32.153,27.43415866,86.82320079
122,345,19641,-52,99,115,120,29.692,-31.808,23.71469462,83.03655503
128,343,19626,-15,126,111,115,29.564,-31.465,27.89906244,79.52251273
132,341,19614,-12,126,111,115,29.432,-31.124,28.10003197,79.8680081
136,340,19602,-12,94,109,111,29.296,-30.784,27.98803139,78.20815209
141,337,19586,-16,54,107,109,29.155,-30.447,27.44307304,76.53930429
222,502,19566,-20,119,103,105,28.933,-29.945,26.87313733,73.03440069
313,662,19542,-24,119,103,105,28.62,-29.283,26.14823731,73.68733742
163,328,19522,-20,118,100,101,28.457,-28.955,26.45713333,71.02500067
169,324,19502,-20,54,98,100,28.288,-28.631,26.32813066,69.34940065
89,159,19470,-32,54,98,100,28.199,-28.472,25.06353518,69.47782828
188,314,19442,-28,51,94,93,28.011,-28.158,25.3793439,65.80515441
99,153,19407,-35,53,92,92,27.912,-28.005,24.69265738,63.93865575
208,301,19379,-28,53,92,92,27.704,-27.704,25.12833658,64.25993836
108,147,19347,-32,50,88,89,27.596,-27.557,24.78048057,60.39794784
226,288,19319,-28,46,85,85,27.37,-27.269,24.99031097,57.69768218
233,282,19291,-28,46,85,85,27.137,-26.987,24.75731097,57.97968218
240,276,19267,-24,45,83,82,26.897,-26.711,24.90519123,56.26509715
257,260,19203,-64,42,78,76,26.64,-26.451,21.65140717,51.38931052
662,633,19176,-27,42,78,76,25.978,-25.818,23.87225587,52.15357073
406,370,19152,-24,40,77,73,25.572,-25.448,23.7241774,51.52982506
276,240,19128,-24,38,83,71,25.296,-25.208,23.30419123,57.76809715
283,232,19100,-28,38,83,71,25.013,-24.976,22.68930366,57.99146613
302,206,19012,-88,35,78,66,24.711,-24.77,17.85585571,52.92817885
154,99,18984,-28,33,75,64,24.557,-24.671,22.45727439,50.29960192
313,189,18956,-28,32,71,84,24.244,-24.482,22.25625976,46.49016982
319,179,18925,-31,32,71,84,23.925,-24.303,21.72435251,46.66288723
325,169,18893,-32,31,110,33,23.6,-24.134,20.08060072,85.80968481
329,160,18865,-28,28,107,57,23.271,-23.974,20.27539146,82.98405874
333,152,18841,-24,26,103,55,22.938,-23.822,20.46623731,79.14833742
673,288,18817,-24,26,103,55,22.265,-23.534,19.79323731,79.43633742
340,136,18793,-24,24,32,53,21.925,-23.398,21.15707373,8.592784442
175,51,18698,-95,19,27,51,21.75,-23.347,19.18885645,3.531254104
354,93,18670,-28,17,24,50,21.396,-23.254,20.7240878,0.7365926146
356,83,18642,-28,17,24,50,21.04,-23.171,20.3680878,0.8195926146
358,74,18618,-24,15,23,48,20.682,-23.097,20.13005299,-0.1036236821
360,64,18590,-28,13,101,48,20.322,-23.033,17.49436951,77.92741059
181,27,18562,-28,13,101,48,20.141,-23.006,17.31336951,77.95441059
170,66,18785,223,8,7,45,19.971,-22.94,21.5190943,-16.11333141
150,105,19024,239,8,7,45,19.821,-22.835,21.47811819,-16.03397366
119,138,19271,247,5,8,44,19.702,-22.697,21.6579689,-14.93979782
-30,-180,19817,546,5,42,76,19.732,-22.877,41.54146425,13.0165547
-70,169,20378,561,8,42,75,19.802,-22.708,42.14739387,12.85438705
-113,143,20653,275,41,76,59,19.915,-22.565,40.55256721,50.57931502
-135,123,20817,164,41,76,59,20.05,-22.442,32.45820313,52.5382407
-146,109,20912,95,41,74,59,20.196,-22.333,27.21543048,51.33332606
-153,100,20976,64,41,74,59,20.349,-22.233,25.08176755,51.61549972
-156,95,21004,28,41,74,59,20.505,-22.138,22.57672927,51.8329939
-157,93,21020,16,42,72,130,20.662,-22.045,21.81395085,49.9457842
-315,186,21020,0,43,58,129,20.977,-21.859,20.977,36.141
-157,93,21020,0,43,58,129,21.134,-21.766,21.134,36.234
-156,95,21004,-16,42,56,128,21.29,-21.671,20.39403823,34.32183215
-155,97,20992,-12,41,51,124,21.445,-21.574,20.83301469,29.42232804
-308,197,20984,-8,41,50,49,21.753,-21.377,21.35300427,28.62140001
-610,405,20968,-16,41,50,49,22.363,-20.972,21.56303413,29.02160014
-151,103,20956,-12,39,46,46,22.514,-20.869,21.96201325,25.12768804
-302,207,20952,-4,39,43,42,22.816,-20.662,22.64400046,22.337656
-297,213,20932,-20,39,43,42,23.113,-20.449,22.25305733,22.54240029
-147,109,20916,-16,37,40,39,23.26,-20.34,22.62002731,19.65488011
-289,225,20892,-24,37,37,36,23.549,-20.115,22.66108525,16.87434451
-141,116,20868,-24,37,37,36,23.69,-19.999,22.80208525,16.99034451
-278,237,20848,-20,35,35,32,23.968,-19.762,23.26804667,15.23100023
-265,252,20793,-55,33,32,30,24.233,-19.51,22.4738872,12.4416122
-258,260,20765,-28,31,30,27,24.491,-19.25,23.65110976,10.73824077
-251,266,20741,-24,30,27,24,24.742,-18.984,24.09406221,8.008224373
-244,273,20713,-28,30,27,24,24.986,-18.711,24.23009878,8.278416691
-353,421,20681,-32,27,25,22,25.339,-18.29,24.53913653,6.697201092
-114,143,20657,-24,26,23,19,25.453,-18.147,24.90105299,4.846376318
-220,292,20629,-28,24,33,17,25.673,-17.855,24.74912073,15.13206485
-212,298,20602,-27,24,33,17,25.885,-17.557,24.99410825,15.43097223
-294,463,20550,-52,19,27,13,26.179,-17.094,24.77563265,9.869504225
-189,313,20526,-24,19,27,13,26.368,-16.781,25.72006221,10.21122437
-79,165,20430,-96,17,23,10,26.447,-16.616,24.24238993,6.278097371
-41,178,20211,-219,15,20,8,26.488,-16.438,22.14292767,3.084303819
11,182,19920,-291,15,20,8,26.477,-16.256,20.73879348,2.903148884
-62,-172,19634,-286,14,16,10,26.539,-16.428,22.02512844,-1.077919753
110,146,19339,-295,131,12,16,26.429,-16.282,22.9401218,-4.800374292
149,106,19032,-307,131,12,16,26.28,-16.176,22.65359679,-4.737066493
-173,-59,18741,-291,28,11,9,26.453,-16.235,23.29698642,-5.697468114
183,8,18459,-282,52,126,9,26.27,-16.227,-8.792927886,104.7961015
-178,41,18184,-275,107,54,139,26.448,-16.186,11.7844654,35.78496067
167,-73,18001,-183,107,54,139,26.281,-16.259,16.4540641,36.83931759
160,-88,17909,-92,109,51,26,26.121,-16.347,21.43561605,34.43732019
154,-97,17849,-60,101,53,50,25.967,-16.444,22.78890766,36.46062862
149,-106,17794,-55,132,104,50,25.818,-16.55,20.1008834,87.29273965
147,-109,17774,-20,136,101,48,25.671,-16.659,23.65113466,84.32080067
145,-111,17758,-16,136,101,48,25.526,-16.77,23.91006895,84.21707228
141,-116,17722,-36,128,101,47,25.385,-16.886,21.74978533,84.04855907
138,-120,17698,-24,128,101,47,25.247,-17.006,22.8232327,83.9649134
136,-121,17686,-12,126,121,49,25.111,-17.127,23.65903485,103.8642881
135,-123,17674,-12,127,106,90,24.976,-17.25,23.70403053,88.74236809
134,-124,17662,-12,123,120,40,24.842,-17.374,23.40203456,102.6173601
133,-126,17654,-8,123,120,40,24.709,-17.5,23.74901024,102.49616
264,-254,17646,-8,122,99,38,24.445,-17.754,23.65300845,81.24283202
129,-129,17630,-16,123,75,37,24.316,-17.883,23.1160512,57.1074002
126,-132,17606,-24,123,75,37,24.19,-18.015,22.3901728,56.96340104
124,-134,17586,-20,121,72,35,24.066,-18.149,22.626096,53.83660048
122,-136,17570,-16,117,191,33,23.944,-18.285,20.88813039,172.6905525
119,-138,17555,-15,117,191,33,23.825,-18.423,20.96010744,172.5555129
117,-141,17535,-20,119,187,31,23.708,-18.564,19.96824933,168.3986012
115,-141,17527,-8,117,144,28,23.593,-18.705,22.44101229,125.290392
112,-144,17503,-24,117,144,28,23.481,-18.849,20.02533177,125.10953
109,-147,17479,-24,116,184,27,23.372,-18.996,18.95642392,164.9510105
105,-149,17455,-24,109,117,25,23.267,-19.145,20.45926956,97.82130562
101,-152,17427,-28,108,160,23,23.166,-19.297,18.68658536,140.6402841
196,-309,17407,-20,108,160,23,22.97,-19.606,19.77021333,140.3620011
190,-313,17387,-20,112,109,21,22.78,-19.919,20.60014533,89.05920073
91,-158,17367,-20,102,144,20,22.689,-20.077,19.809192,123.894201
90,-159,17355,-12,102,144,20,22.599,-20.236,20.87104147,123.7536321
89,-159,17351,-4,100,144,20,22.51,-20.395,21.93400154,123.603848
88,-160,17343,-8,101,105,20,22.422,-20.555,21.58200896,84.44164002
90,-159,17355,12,101,105,20,22.332,-20.714,23.59196976,84.27844009
90,-159,17359,4,101,105,20,22.242,-20.873,22.66199888,84.12616
90,-159,17359,0,99,106,19,22.152,-21.032,22.152,84.968
90,-159,17359,0,100,104,19,22.062,-21.191,22.062,82.809
90,-159,17359,0,99,104,19,21.972,-21.35,21.972,82.65
90,-159,17359,0,100,104,19,21.882,-21.509,21.882,82.491
90,-159,17359,0,99,105,19,21.792,-21.668,21.792,83.332
90,-159,17359,0,99,105,19,21.702,-21.827,21.702,83.173
,,,-17359,,,,21.702,-21.827,21.702,-21.827
,,,0,,,,21.702,-21.827,21.702,-21.827
